subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,7/17/2020,5/1/2019,5/4/2019,HarrisX,C,3000,rv,.01310279,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58019,94386,5/7/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/2/2019,5/5/2019,HarrisX,C,3000,rv,.01308522,0,41,37,45.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58020,94387,5/7/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/3/2019,5/6/2019,HarrisX,C,3002,rv,.01307033,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSgz9a2ELJhv1pmcXMQB3q0VQV_95dZJjhxRiLkODMYKbwLR5PpJFJu5UaieQUiRlXFRWUGiI8hFOha/pubhtml/sheet?headers=false&gid=0,58011,94371,5/7/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/4/2019,5/7/2019,HarrisX,C,3002,rv,.01304858,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTiiS_zalfA732VbNdynwuD7TsULf8YPkWWnp1jC9bto-ab4BHk-8rzWvdFocQ7EktdQ4cK-a_Fefn4/pubhtml/sheet?headers=false&gid=0,58021,94392,5/8/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/3/2019,5/10/2019,HarrisX,C,7007,rv,.06080862,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSJlB9Fa6DJUp0MqwKy8a07ueNqHE2MQ_DD5TpkQ357n3NzWkI_zMLJKHpZEzDSVob6fWDDtl2WnElK/pubhtml/sheet?headers=false&gid=0,58040,94421,5/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/5/2019,5/8/2019,HarrisX,C,3004,rv,.01303476,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7UWu5DqP0ykxdVShFt6loutKlXpJ4w6aPLe8fP08XcBOUyWjvEwEtMgWEAMoRIGwnOQPA67TRqyjM/pubhtml/sheet?headers=false&gid=0,58030,94407,5/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/6/2019,5/9/2019,HarrisX,C,3005,rv,0,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTdw3SjrWzc5y9UhM9MiDpxMpi-UZ-Ef0XOrrPWYjCitVIruBwnKa3vqVcz0RWrqbyK02WemrrIkOPL/pubhtml/sheet?headers=false&gid=0,58036,94415,5/10/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/7/2019,5/10/2019,HarrisX,C,3003,rv,.01301735,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQlsRF3fU5J9A9JfVaycWHkG5N4Q_l9rgRmqX5GZxEZoHLQV8nIqFNkMayYgM-RWGvnWfoSrZIbEp59/pubhtml/sheet?headers=false&gid=0,58039,94420,5/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/7/2019,5/11/2019,McLaughlin & Associates,C/D,1000,lv,.46319205,0,45,47,46.01685,44.001568,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2019/05/National-Monthly-Omnibus-May-RELEASE.pdf,58079,94515,5/17/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/8/2019,5/11/2019,HarrisX,C,3000,rv,.01299579,0,40,36,44.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58055,94443,5/13/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/9/2019,5/12/2019,HarrisX,C,3000,rv,.01298731,0,40,36,44.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58056,94444,5/13/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/10/2019,5/12/2019,Morning Consult,B/C,1995,rv,.19538887,0,43,37,45.673395,39.53839,"","",https://morningconsult.com/wp-content/uploads/2019/05/190526_crosstabs_POLITICO_RVs_v1.pdf,58063,94463,5/14/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/10/2019,5/13/2019,HarrisX,C,3001,rv,.01297556,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRsJBcTiNGTTVS-6rcAl3CpfJgd4l0BSSM_k-mGYiaUp-tI4rDfWfzUUqABRftIfTb6oxMofklh2oiT/pubhtml/sheet?headers=false&gid=0,58057,94459,5/14/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/11/2019,5/14/2019,HarrisX,C,3001,rv,.01296092,0,41,37,45.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCC6FFqbAjLkRs28SOZ9vWZqJkaF3mKb36Go5lD3cK_qYCTkjvqe5lS6KNil6vZMra2EqVBT_z8dOa/pubhtml/sheet?headers=false&gid=0,58068,94476,5/15/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/12/2019,5/15/2019,HarrisX,C,3002,rv,.01294992,0,41,37,45.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTeW8Hud-KlGQ44IZwVc9Ex1w-_kLhiZVeCxl7Nt_ICp9gtKX7cs2OMuVFjm_Dh4ZuchPiUIVhVDJaj/pubhtml/sheet?headers=false&gid=0,58084,94502,5/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/10/2019,5/17/2019,HarrisX,C,7006,rv,.06044447,0,41,37,45.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRi6_yNI-R8jRm93kbf8nloq4_HDHZ5aEBHgVVUQsfR7WVIORY4QSWPtdc6IZHHhCul-q2zfNHJ4kpN/pubhtml/sheet?headers=false&gid=0,58095,94524,5/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/13/2019,5/16/2019,HarrisX,C,3003,rv,0,0,42,37,46.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR4oXo8hHfSNowCNpg3p1hyuYeAuURlolegn51VbIkGAhWgnM8yNvYRAFX5UWPpagZJfvr-sIIf6w19/pubhtml/sheet?headers=false&gid=0,58089,94516,5/17/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/14/2019,5/17/2019,HarrisX,C,3004,rv,.01295879,0,42,37,46.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTJaNjzyKfXubw2QWpI73qB3IcvPGqJ3W6Do6XtrDkGm1CUcyWWaymhiwRlVhgiYxjZ9XwIoTFNUd03/pubhtml/sheet?headers=false&gid=0,58094,94523,5/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/15/2019,5/18/2019,HarrisX,C,3000,rv,.01293973,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58107,94540,5/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/16/2019,5/19/2019,HarrisX,C,3000,rv,.01293045,0,41,36,45.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58108,94541,5/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/18/2019,5/19/2019,Winston Group,B/C,1000,rv,.41046538,0,49,40,48.821674,40.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/06/Winning-the-Issues-May-I-2019-Survey.pdf,66587,124121,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,5/17/2019,5/20/2019,HarrisX,C,3035,rv,.01306602,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR1nePBBztPHcOuy0mp_B1qxzSRcfJjwqXwVHRqmCABxrKpEWCbGhzLiZYjkuemy5Ah4uh1dhK7LqsJ/pubhtml/sheet?headers=false&gid=0,58102,94534,5/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/18/2019,5/21/2019,HarrisX,C,3005,rv,.0129236,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR98qR3j4oKI8pSyL4KvUUSHrZJ-wmtKCADiWjMe5mS_W-nVYq-537IreauX8d6Z1XlQLDdFZoduCcV/pubhtml/sheet?headers=false&gid=0,58110,94548,5/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/19/2019,5/22/2019,HarrisX,C,3003,rv,.01290106,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTmgj0cu2FkjxTipl5i_46IjPwt3YLUkshZv2MC87o1t6lqoMGZ_9GOy53E2YiAK4BzftJWfWQq4PhP/pubhtml/sheet?headers=false&gid=0,58120,94571,5/23/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/17/2019,5/24/2019,HarrisX,C,7036,rv,.06045412,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQbPNy-YgnMpILRfoYWPExpIB6-1FCQ5Q-s3GeKC6BmCtpgcoIWRQ4Hm2HzhyOt7woclulxdfWz7y5x/pubhtml/sheet?headers=false&gid=0,58140,94622,5/28/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/20/2019,5/23/2019,HarrisX,C,3001,rv,0,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vS0FnaWOp8-woBWKZWXzUudg90oXfjEScbBzOyapYJcps8LXcDzzf7vWgCqb-B5RtP6w_-5_xBXiPOE/pubhtml/sheet?headers=false&gid=0,58129,94590,5/24/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/21/2019,5/24/2019,HarrisX,C,3001,rv,.01289583,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTFa32q4-z8b-4xQ3zGxYRrBT-qdVShLTk6Bfp3rNu02S8-PHfGj8t35-S8xFLwsw8-Vm6uPY-a40he/pubhtml/sheet?headers=false&gid=0,58139,94621,5/28/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/22/2019,5/25/2019,HarrisX,C,3000,rv,.0128913,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58153,94645,5/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/23/2019,5/26/2019,HarrisX,C,3000,rv,.02578241,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58154,94646,5/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/26/2019,5/28/2019,YouGov,B,1120,rv,.34750118,0,48,39,48.322521,39.841741,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o9fgzgielo/econTabReport.pdf,58145,94639,5/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/25/2019,5/28/2019,HarrisX,C,3004,rv,.01291242,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKeE9EIc0-RxMpgnG02j_QqGj7jRU2NAMi9JX0F4WRnoQUUWyuD7fWDRCiW1SsOZ7N9BuDYUog83FQ/pubhtml/sheet?headers=false&gid=0,58148,94634,5/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/24/2019,5/31/2019,HarrisX,C,7012,rv,.06027833,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQuglw2ELv4qGRXkdpOw6Qo7NatdJsHrxfK_gEPLXBtYKfkfUgftu7WQSRMpqIA3PB8Hqo2SAcxgR7v/pubhtml/sheet?headers=false&gid=0,58170,94689,6/1/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/26/2019,5/29/2019,HarrisX,C,3007,rv,.01292477,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSa1tNlJvsSZO_WnGfCJ7uQsV_80D6gUxKs-byAQTA1Ca4oC-OCpr89mtWcU_NUgvAw1gwygYUV0wpz/pubhtml/sheet?headers=false&gid=0,58158,94652,5/30/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/27/2019,5/30/2019,HarrisX,C,3004,rv,0,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSRKn6K0DI9wdj0XHefwevHhUjSgZAyUVKidcq0uxdvY70Xo68U_VGOubJgHl2j7INl0Hi6j0KAeSb_/pubhtml/sheet?headers=false&gid=0,58161,94672,5/31/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/28/2019,5/31/2019,HarrisX,C,3007,rv,.01295495,0,41,37,45.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT82IrcbSEHnZ2j651kdtYJdlHYl4wYSg6gAtqVRjzqMGWNKWiOeuzb1mG73kORqrB3Pe5UbLMqhkvM/pubhtml/sheet?headers=false&gid=0,58169,94688,6/1/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/29/2019,6/1/2019,HarrisX,C,3000,rv,.01293801,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58401,97682,6/10/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/30/2019,6/2/2019,HarrisX,C,3000,rv,.01294374,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58402,97683,6/10/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/31/2019,6/2/2019,Morning Consult,B/C,1997,rv,.19588486,0,45,36,47.673395,38.53839,"","",https://morningconsult.com/wp-content/uploads/2019/06/190563_crosstabs_POLITICO_RVs_VdD8chNbV2.pdf,58193,94756,6/5/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/31/2019,6/1/2019,Winston Group,B/C,1000,rv,.41368716,0,47,41,46.821674,41.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/08/Winning-the-Issues-May-II-2019-Survey.pdf,66588,124122,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,5/31/2019,6/3/2019,HarrisX,C,3001,rv,.01295557,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQTJgwoTVXhYF1fRA_Hc3B8KECsufFqYZ513eb22bzVpxIrTCQj2xOKaNXfF58ogGyv9CRsHGzGTMc_/pubhtml/sheet?headers=false&gid=0,58185,94734,6/4/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/2/2019,6/4/2019,YouGov,B,1195,rv,.32920205,0,45,41,45.322521,41.841741,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c4ndc02jx7/econTabReport.pdf,58190,94765,6/5/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/1/2019,6/4/2019,HarrisX,C,3003,rv,.01297186,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSJrod4MB7m79cUiwc14xpgQLt7EEiqNHaHrLqKmnjjv-F4cwfIg5Bs1hV5WNQZWwvrIbzxTnzMbqfj/pubhtml/sheet?headers=false&gid=0,58191,94755,6/5/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,5/31/2019,6/7/2019,HarrisX,C,7004,rv,.06054193,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlvl5RcFPFdgLvCxCB83YfcNlgJzuTIsrWKQqdCv0T6LbQed7pWAivmACvxcH_kw7o0gCPZDccyw_X/pubhtml/sheet?headers=false&gid=0,58397,97616,6/8/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/2/2019,6/5/2019,HarrisX,C,3003,rv,.01297883,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRXBnP0mKW73qUQQT8-DpLg027aSe4Y8gvPmvSqgNuLLxk1ktDi_L2iAthqCetg5sthWCkd7jv__0bd/pubhtml/sheet?headers=false&gid=0,58205,97489,6/6/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/3/2019,6/6/2019,Basswood Research,B/C,1200,lv,1.3021414,0,44.6,42.8,45.450183,41.912824,"","",https://s3.amazonaws.com/hafa/National-survey-crosstabs-June-2019-Autosaved.pdf,58751,99815,7/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/3/2019,6/6/2019,HarrisX,C,3003,rv,0,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT0F22plRE-4B5UUrFAp_b13cQVJxljLhi6sTU1_ujdvznKGw-ESLqhe_sLreAXp2ffGhOwgffkxuPE/pubhtml/sheet?headers=false&gid=0,58391,97606,6/7/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/4/2019,6/7/2019,HarrisX,C,3001,rv,.01301591,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR9H4AJJHsWuZg46r1qvSH-CFac5fDqYxxXM3vbm73ve0JHxb7zvo8GrVCsTA50qPUUPZhMZmJ3F9nU/pubhtml/sheet?headers=false&gid=0,58396,97615,6/8/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/5/2019,6/8/2019,HarrisX,C,3000,rv,.01303255,0,41,36,45.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58415,97719,6/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/6/2019,6/9/2019,HarrisX,C,3000,rv,.01304583,0,41,36,45.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58416,97720,6/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/7/2019,6/9/2019,Morning Consult,B/C,1991,rv,.19296474,0,47,35,49.673395,37.53839,"","",https://morningconsult.com/wp-content/uploads/2019/06/190618_crosstabs_POLITICO_RVs_v1_cxy7nwRpto.pdf,58411,97738,6/12/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/7/2019,6/10/2019,HarrisX,C,3007,rv,.01308347,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSm4Pn7rS1Tfq8NJtPvA4xjKZJoECdl1pjqGZMspB2QwVtoObGdVnHfw6rQwanMBiDqTsMYi5yX3k-N/pubhtml/sheet?headers=false&gid=0,58408,97693,6/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/9/2019,6/11/2019,YouGov,B,1107,rv,.27799116,0,46,40,46.322521,40.841741,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b0wzlf9avh/econTabReport.pdf,58424,97750,6/12/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/8/2019,6/11/2019,HarrisX,C,3007,rv,.01309242,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSxaFzZcvP9fzQ6dubhPsGguTwnO48OylvtIiiXLPgKcJCEFv45GKhPLQaEPM76MXfgjY0UoGAwx-tz/pubhtml/sheet?headers=false&gid=0,58419,97737,6/12/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/9/2019,6/12/2019,HarrisX,C,3006,rv,.01309623,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRh7FutKRha6lqO9TkzJxeitW3LH9AlbHPHg6sBDO1LNeeAkaVkXrtXMZB-u_bnjlfXOn7VIm02TWke/pubhtml/sheet?headers=false&gid=0,58432,97879,6/13/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/7/2019,6/14/2019,HarrisX,C,7012,rv,.0610983,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTEY9VskGem6gkJsCSHiWVzKQq4Jte8MSvrVbto-euLuICKIqMALRaRIQgbGfA8Nx8pBk13j42F88lM/pubhtml/sheet?headers=false&gid=0,58463,97921,6/15/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/10/2019,6/13/2019,HarrisX,C,3004,rv,0,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSDhGc94VegikQUG1ZPWaETq0xpU-VlGMXXjjPoo9rPdUmLYsi3aJ_o4h1WQu7zY3vHcvd5KS3hz3Sp/pubhtml/sheet?headers=false&gid=0,58448,97906,6/14/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/11/2019,6/14/2019,HarrisX,C,3004,rv,.01313616,0,43,37,47.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSr1DI2MCXANQwrbGuzkQDgRyBYeqVh85F04p75UIpc351fs08HwwvZh8Bq6vqepPZ3X96GOsiPYY7v/pubhtml/sheet?headers=false&gid=0,58462,97920,6/15/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/12/2019,6/15/2019,HarrisX,C,3000,rv,.01314069,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58486,98064,6/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/13/2019,6/16/2019,HarrisX,C,3000,rv,.01315491,0,41,37,45.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58487,98065,6/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/14/2019,6/16/2019,Morning Consult,B/C,1992,rv,.19301524,0,43,37,45.673395,39.53839,"","",https://morningconsult.com/wp-content/uploads/2019/06/190634_crosstabs_POLITICO_RVs_BJrUQMOZQi.pdf,58496,98089,6/19/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/14/2019,6/17/2019,HarrisX,C,3004,rv,.01318047,0,41,35,45.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTS6Yo7eAzcLAOYzGuotB6VwKOEMwpPHAYp1TUmSn_ZwSyEyh0gqM9E5FqQeAqUKRdTbt4EfwJ3mOSX/pubhtml/sheet?headers=false&gid=0,58475,98048,6/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/15/2019,6/18/2019,HarrisX,C,3006,rv,.01319908,0,41,35,45.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzKbmA6zDEJQnyGxiClUg5vqU_nrpyDsbB7f01aAP8r3txdJZfn2-TE4Aw4o-Zh-ATTmLwmDHCTa4P/pubhtml/sheet?headers=false&gid=0,58490,98088,6/19/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/16/2019,6/18/2019,YouGov,B,1202,rv,.28015072,0,47,39,47.322521,39.841741,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0cbavpadc/econTabReport.pdf,58498,98090,6/19/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/14/2019,6/21/2019,HarrisX,C,7007,rv,.06157658,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ2ILwa-vaS7ND0hDL1PiIwIvc60Skzs2FMIB-oZqrbmg3Uxz1oMfBnmtaMxSOpoeqPnV-5Yw_qIHsv/pubhtml/sheet?headers=false&gid=0,58523,98218,6/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/17/2019,6/19/2019,Winston Group,B/C,1000,rv,.42946353,0,49,40,48.821674,40.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/08/Winning-the-Issues-June-I-2019-Survey.pdf,66589,124123,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,6/16/2019,6/19/2019,HarrisX,C,3004,rv,.01319938,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSxM4wBb6xl0z5fLTUMV_eV2zmvXsc6ulrWLvMpH-pR4Eq6wTFoOSsE7-6fjcdSWw0Joi8Dx7IhhY29/pubhtml/sheet?headers=false&gid=0,58508,98181,6/20/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/17/2019,6/20/2019,HarrisX,C,3003,rv,0,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTttoUQVLi2X1--Sy8RZS80lM3mO-yLL7goDpRW-RNGQQUX3dXcA8-IDVv6GkhUKNH0SwcV1t1oZAQH/pubhtml/sheet?headers=false&gid=0,58515,98207,6/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/18/2019,6/21/2019,HarrisX,C,3001,rv,.01323744,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSO7rKiugHth1KjrzeaBEr0tTfdrGZxy2K0BxPYivffClRIEJCwC_PZiuJNgIXdjwPLJBOCI6bEObL3/pubhtml/sheet?headers=false&gid=0,58521,98217,6/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/18/2019,6/24/2019,McLaughlin & Associates,C/D,1000,lv,.4269485,0,46,47,47.01685,44.001568,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2019/06/National-Monthly-Omnibus-June-Release.pdf,58554,98563,6/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/19/2019,6/22/2019,HarrisX,C,3000,rv,.01325636,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58528,98234,6/24/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/20/2019,6/23/2019,HarrisX,C,3000,rv,.01327168,0,41,36,45.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,58529,98235,6/24/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/21/2019,6/24/2019,HarrisX,C,3005,rv,.01330277,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOEpMeWW-Qt48PqdnRi8pFKaGjTmJmWH0L6p2vO-XbuRELcrs9zhQUvoqgka7IX71DkaLMe_R20KNk/pubhtml/sheet?headers=false&gid=0,58531,98290,6/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/21/2019,6/24/2019,Morning Consult,B/C,1991,rv,.19508382,0,44,38,46.673395,40.53839,"","",https://morningconsult.com/wp-content/uploads/2019/06/190659_crosstabs_POLITICO_RVs_v1_JB-LJCEodPbT3.pdf,58533,98288,6/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/22/2019,6/25/2019,HarrisX,C,3004,rv,.01330917,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQPNVnc-afOKgTv-8OsC4PDrH4ktI9Li_EQGRgimfnYKdkV45oey9R47XSoM4sdMeiCSo2RUiyXXNDf/pubhtml/sheet?headers=false&gid=0,58545,98456,6/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/22/2019,6/25/2019,YouGov,B,1111,rv,.24421519,0,46,40,46.322521,40.841741,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/obzwo5cjei/econTabReport.pdf,58550,98461,6/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/21/2019,6/28/2019,HarrisX,C,7008,rv,.06214468,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT12PR4IzbCmCROYJg4U-se6bt7KrZvEefdkh79Kt684UpR8tBynDNbAj-mbKjxQ7v19nfq5Fu1BGtP/pubhtml/sheet?headers=false&gid=0,58569,98659,6/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,6/23/2019,6/26/2019,HarrisX,C,3003,rv,.01331482,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTevJbRwm1uLvVxQpjD4z-a8zKq1upMHWQX1G_Ym9Ey6M2kWN_HBv9QgX2zJUmXXu08O3VwFyFl4kjB/pubhtml/sheet?headers=false&gid=0,58556,98578,6/27/2019,18:00:11 17 Jul 2020
